item_id,item_geohash,item_category
293837716,,13547
394738458,,12170
250416569,,11597
320436043,,10544
288062565,,5932
54328006,,10356
320435188,,2284
44643719,9rg242i,3487
89141103,,12326
117151719,99ctj03,7350
116148944,,7174
250412462,,10431
129900676,,4677
382860128,,9334
25040925,,9940
320430928,,6648
177450170,,3483
250409087,,4582
74548483,9560251,10290
177451211,,12536
16993416,,10431
293836573,,11406
327452536,,6862
250406882,,4582
251291728,,1686
116153372,,9789
25040217,,11406
293836459,,10347
152152557,9hq4c0i,10290
250401863,,3956
117151719,99nfej4,7350
1774513,,4830
250397357,,10735
32042960,,5324
44643719,95q4ad9,3487
250396937,,10431
320429209,,5877
44643719,9reddsw,3487
250396523,,12067
90910246,,12407
311172575,,12553
5432035,,13496
320428504,,3942
327453574,,2284
169939972,,8913
394325866,,8254
152152557,94gq1dk,10290
250390580,,11406
177520569,,7995
327459106,,6648
169941442,,7939
251298502,,3846
17745343,,8099
250388879,95u6rjl,3487
307166437,,6534
44643719,99ak65o,3487
250388879,9512ora,3487
117151719,99s4eci,7350
96406570,94ebc4b,5573
250388879,956mkco,3487
320427997,,12067
44643719,99nfbbv,3487
89139765,,11406
394323856,,12067
306957528,,3067
250388879,956me0q,3487
177522480,,438
288062316,,2284
250388879,956mjd9,3487
320427067,,3064
44643719,99b42ls,3487
250388879,956mj0c,3487
320426989,,7995
7263800,,2284
2503872,,6247
251301970,,11406
44643719,99nf6gr,3487
250383104,,6534
278159815,,3067
44643719,99b90nf,3487
54313357,,1483
251303203,,13672
152152557,99t4dn1,10290
250382996,,2568
292389945,,8561
38285870,,3064
250379300,,3846
293828368,,6986
44643719,95riigb,3487
54285988,,7619
320425792,,8431
177463247,,6648
169956109,,10082
25130459,,7572
288056127,,198
250376825,,12536
311093202,9rm16gi,4561
152152557,94h0o77,10290
250373060,,2334
320425774,,2284
177465050,,6750
250372034,,12375
117151719,99s4lou,7350
387979978,,7572
16996140,,3368
251311354,,2683
96406570,9623l61,5573
169961470,,8327
251311591,,9829
44643719,99cur4k,3487
250371236,,9933
320421958,,9614
177465413,,11991
250371224,,7971
251313793,,150
146943757,9623a7a,6890
169967836,,4561
394315576,,12791
44643719,955ja1e,3487
250369409,,6456
107766387,,11406
394739454,,8099
250369169,,13500
320419828,,5533
177466136,,13985
54285610,,9757
251315026,,10576
44643719,99cuww2,3487
250358483,,1169
320418661,,3064
44643719,95592rl,3487
250357037,,13547
251317156,,9614
146943757,95qulih,6890
250356026,,4567
129903406,,8099
177470489,,4830
169971001,,10920
117151719,99ujhpt,7350
44643719,99neevf,3487
250351886,,10431
117151719,9h9tq6d,7350
44643719,94del02,3487
250347911,,8099
278159905,,5962
96406570,9rm12tu,5573
112372560,,8685
251317510,,3064
116157842,,9614
250347083,,7350
74548483,956jflg,10290
96406570,9623lmc,5573
169978120,,7467
394313974,,6648
152152557,99ctlqw,10290
105206458,,7467
177535125,,2284
44643719,99nfhk0,3487
250346462,,9614
320410711,,3660
177477755,,6648
250345550,,8561
25131836,,11278
44643719,945i1vo,3487
250339046,,4627
320409400,,5480
44643719,94l4dmg,3487
250337381,,9334
141365535,9q0ff0c,3487
146369454,,12630
250329857,,1483
320405791,,6648
382849235,,9017
250328219,949ghp7,4657
320405626,,2568
327469261,,12170
250324307,,9614
251322517,,10120
44643719,9rg25k4,3487
250317770,,10501
394312864,,9728
177479891,,10431
250317515,,11406
292394661,,7876
44643719,9rebke5,3487
54281917,,705
117151719,9hq4bs6,7350
394740162,,5930
250315709,,2284
251322925,,9933
288050784,,8376
169981144,,3660
320402908,,1407
306955836,,3064
169982416,,12630
251323759,,3064
44643719,99csj72,3487
250313033,,12090
129908812,,12067
96406570,9rgtfbj,5573
250312817,,12170
320402665,,10431
44643719,99b5jjn,3487
89138586,,8099
251326210,,3064
177483857,,11278
25031280,,6648
141365535,99cvcse,3487
312410967,,4830
25031148,,4722
394312831,,12067
44643719,95ubm5t,3487
250310171,,6526
293824192,,8270
44643719,95ubhjw,3487
54280396,,3956
293819590,,10431
152152557,94h6c13,10290
250308632,,11376
320401147,,10431
177484466,,8179
169994473,,6247
320398936,,10412
44643719,956mlen,3487
169996132,,12861
25133204,,6648
44643719,95591pr,3487
169996453,,10120
251332426,,10431
382845977,,2284
54270193,,4670
129912271,,7951
177489851,,11566
54269857,,11406
320398159,,9205
288045897,,10431
250307105,,7876
251332615,,279
44643719,94c12l6,3487
250303364,,3397
320395828,,5351
44643719,944k3a9,3487
112373577,,12996
177543720,,7393
44643719,9rn5q91,3487
170004749,,4510
177543933,,1169
44643719,9refrq2,3487
250300643,,1963
251339230,,9593
72620712,,11497
250297748,,9789
177544629,,6630
177494885,,9614
54269782,,7467
251342701,,2284
44643719,99nfwor,3487
54269047,,7791
117151719,9hq4g13,7350
152152557,99cccbq,10290
250293419,,10431
251343532,,8270
382844126,,6986
112373889,,5951
394311280,,13492
44643719,99ndidj,3487
250292459,,4830
177548634,,5712
327479371,,7850
25029192,,12201
32038703,,3948
373440089,,4670
101063871,,1686
251343739,,3368
44643719,99nbg7o,3487
250289765,,3368
3943112,,7876
44643719,99culif,3487
250289627,,6648
251343955,,7850
44643719,99b96sf,3487
54265921,,6700
117151719,9psromj,7350
146943757,95qqtjq,6890
250281209,,11406
117151719,9q297sk,7350
72614490,,10464
250278416,,3956
394311079,,9450
177504392,,4245
54262939,,3064
251348818,,4008
382839635,,1963
170017718,,3000
307163344,,5273
177509468,,7350
250275755,,6691
320377489,,8099
44643719,99ajsu0,3487
250268837,,10431
117151719,9q3pisj,7350
313118190,,10431
2502681,,3064
75509671,,7876
146365491,,11406
25026648,,332
320375224,,9614
177513014,,7876
250266476,,4245
251350285,,7350
394740264,,9933
170018489,,9334
141365535,9q2uqq5,3487
44643719,97sp27k,3487
250265453,,11376
251352601,,4282
9884658,,4830
5426110,,1963
32037197,,3846
386022162,,1601
54255007,,3942
141365535,99naeis,3487
327488764,,11406
25026444,,5457
32037062,,4582
72604245,9623i7d,10290
250257311,,12067
394306534,,10582
382837625,,12170
170021444,,13284
292397229,,8646
327489157,,9569
250255730,,3064
141365535,9q9g140,3487
44643719,954alba,3487
250254230,,9569
394301647,,10431
44643719,947rh1q,3487
250251131,,11406
293818141,,6648
72604245,957hgcp,10290
250250111,,8744
293811598,,5141
177520547,,7939
250250054,,732
293811400,,12370
44643719,942dthl,3487
250249076,,4830
141365535,99nf3gd,3487
142939047,,11406
250248344,,10431
129916570,,3064
373438841,,8487
250242185,,7791
320369854,,4588
44643719,946i0l6,3487
250240148,,6986
177561267,,8487
72604245,956pgdm,10290
250236233,,10431
307163281,,3064
177521705,,1807
250234880,,3660
129916825,,8605
288037065,,10431
54254416,,3660
320369419,,11406
116164589,,8270
25023414,,12067
251361121,,6648
72604245,956mwbk,10290
170035205,,7876
117151719,9qkg6ko,7350
177523124,,11406
250233497,,8561
177564432,,3064
373436774,,3942
250232771,,8270
311093202,95uc53a,4561
382837055,,4245
250230344,,9614
117151719,9qkg6lj,7350
44643719,9567tle,3487
54250705,,438
39429819,,6794
32749300,,7939
250228460,,10431
251369461,,8587
44643719,956ml1p,3487
250221668,,10544
320359750,,10431
44643719,956mvu7,3487
54243076,,3064
98041242,,9614
152152557,94h6f4h,10290
170039807,,12326
320359123,,3690
44643719,95vqknd,3487
5423107,,1954
292402290,,4282
177529265,,7995
170041352,,3449
251372842,,3723
44643719,9r5dlo3,3487
250220342,,9614
32035610,,9614
177531461,,11406
170043365,,9569
32035601,,10137
327493705,,4533
54226453,,7239
25137677,,8270
116164898,,11497
54223867,,11991
177564990,,2683
44643719,9rehvde,3487
54222061,,3537
320355145,,12823
146943757,95qqt5v,6890
250208651,,12067
39429450,,9205
72604245,95b9e00,10290
250206623,,3064
74548483,956jggt,10290
72604245,95dwkb6,10290
54220405,,13547
117151719,9qsnj3j,7350
44643719,9rgpb0j,3487
17005095,,6648
320353561,,11782
327495466,,8270
25019931,,2158
251379541,,6648
177543293,,10120
250199108,,10544
394293142,,10431
177543389,,4778
5421505,,13500
141365535,9qkgm1p,3487
44643719,9512o0s,3487
5421502,,3942
117151719,9qv9dqk,7350
72604245,95h6f0d,10290
54214483,,4245
320347270,,9829
152152557,99b9qa5,10290
250195139,,13500
394290550,,6502
44643719,956d00s,3487
170058023,,10063
251381326,,6648
142937571,,9829
250182221,,11932
117151719,9qv9l6b,7350
177547472,,7939
250180916,,12919
117151719,9qvp9of,7350
72604245,95hhutt,10290
170058374,,6648
251382748,,8491
72604245,95lk64b,10290
170058905,,12067
320339953,,2348
44643719,95quhjf,3487
54210829,,9933
292405809,,7350
177549032,,11406
250178141,,7995
177573009,,12090
72604245,95q4e6f,10290
54208966,,10431
129920092,,2334
373435628,,3064
250176644,,7572
320336647,,4245
152152557,94h7ojl,10290
170062607,,5065
251386264,,3064
44643719,95rijn1,3487
250174952,,198
251387674,,10033
72604245,95q4fdk,10290
25017324,,10431
117151719,9qvpsmv,7350
177551741,,12375
170063255,,4588
293799979,,24
44643719,941garh,3487
250167299,,8058
129921373,,9086
17755213,,4670
250159883,,12630
117151719,9r2sw02,7350
72604245,95q4lgb,10290
54207106,,10501
251388808,,10735
116168123,,10431
170065235,,9017
177577299,,4582
177555392,,7390
250158863,,4830
311093202,96liqo0,4561
288033015,,3064
250154048,,7737
251389639,,7876
177556613,,198
25014393,,7401
117151719,9r2swle,7350
72604245,95q5mal,10290
250142990,,13686
293797264,,5993
96406570,9623w6c,5573
170074148,,10412
177578889,,4830
44643719,9463isf,3487
250138604,,9239
117151719,9ra6r2c,7350
72604245,95q67b6,10290
250137440,,4582
39428814,,12791
72604245,95q695c,10290
250135400,,7350
129921907,,9334
327503167,,4396
54204751,,10236
251391040,,4830
177564233,,1336
54204730,,12630
394286290,,14047
44643719,94l9dll,3487
54200563,,11039
251397052,,7390
152152557,99b9pkw,10290
170077652,,3064
251397457,,11046
44643719,94v6jh9,3487
250134200,,9205
177580104,,4627
288032610,,2284
250134020,,6648
90904537,,1726
177569840,,10356
17007771,,4778
251399116,,10544
103331374,,12630
250129172,,6247
307161820,,7390
116170340,,5273
250127165,,3660
32032340,,2015
177572672,,7939
250125503,,438
17758166,,198
177577052,,12326
170079557,,5489
394281538,,198
98846432,,1963
54198100,,362
320322001,,8270
28803098,,9232
250122020,,2568
251401408,,4582
17757886,,4245
250119680,,9792
293797051,,6648
109937760,,2334
250106021,,6648
177582372,,198
44643719,94vkm6k,3487
54198076,,13985
177582966,,1632
96406570,9rg3kbb,5573
250103468,,10356
320318275,,8179
72604245,95q70kb,10290
54196684,,9155
177583461,,10431
177580202,,12536
250097816,,7971
177583539,,11699
288030333,,8595
250095791,,7995
320307538,,6648
44643719,956dstq,3487
170087630,,2284
292408611,,5533
177583424,,11404
250095584,,7995
117151719,9rbvi63,7350
44643719,95f766s,3487
250095530,,951
266317791,,8099
382835513,,12221
250092302,,12090
394279111,,8678
387982534,,8561
170088254,,10290
292412631,,11406
116174120,,3723
250088819,,3368
74548483,9p33900,10290
96406570,962ufbr,5573
250077770,,8270
394277374,,3368
44643719,95qhcqp,3487
54188884,,12570
292413798,,3064
177595655,,2568
250072268,,10290
177590001,,6417
327505945,,3064
250071185,,12517
12993046,,5988
288024726,,4830
250068020,,10920
251412628,,6562
72604245,9623c7a,10290
170094239,,2158
32030150,,7239
44643719,95ugibj,3487
250063037,,12760
177590262,,10290
72604245,9623djg,10290
250055216,,12067
320301034,,8744
72604245,9623dou,10290
5417959,,2284
117151719,9rdhsfq,7350
288022284,,10431
250053269,,8344
32030069,,3064
17760202,,2936
250045313,,4230
25141397,,4778
96406570,9rg2j6u,5573
250044656,,7350
320300614,,3846
177604157,,5273
54153262,,6648
394274914,,732
72604245,9623drf,10290
250041944,,7143
251421211,,6481
177609479,,6648
250034561,,4282
3202985,,3960
177611648,,3064
250032191,,11406
117151719,9rdm29g,7350
327506572,,12067
170100521,,12862
117151719,9rdm2va,7350
96406570,962v2nb,5573
170100758,,9569
129930838,,12570
177615758,,10412
17010309,,9593
251427739,,9614
288020256,,7995
250031636,,4245
141365535,99nfa5a,3487
44643719,95vqn7f,3487
250031591,,4128
177592275,,3064
72604245,9623ev9,10290
54149722,,7995
292414521,,13547
44643719,99am9mv,3487
250030841,,2633
251433499,,4588
288014478,,13547
250029812,,10015
320295253,,7995
44643719,9rdmv2r,3487
54147955,,7939
136597828,,11406
44643719,9rg1g05,3487
54145726,,10544
320294593,,5002
72604245,9623ir7,10290
54145084,,10356
117151719,9rdmc29,7350
177616367,,6648
250026509,,2284
394268362,,11497
72604245,9623n6d,10290
250023719,,9086
251437693,,7876
177616406,,3660
170114363,,3000
177593238,,9450
177618557,,9614
25002324,,10735
3202937,,13985
72604245,96at135,10290
250022048,,10582
32029265,,9569
177620891,,94
54134995,,2334
12993091,,13500
44643719,9rg2q9k,3487
54134914,,9829
320290267,,9017
30694167,,6794
170118539,,1686
278168479,,9569
72604245,96k6ieb,10290
250015145,,5951
320289457,,7467
327509272,,6648
250014224,,3702
117151719,9rdmvch,7350
44643719,9rg2hn6,3487
250011851,,10637
141365535,9r7eaiu,3487
44643719,9hq4df0,3487
250003346,,9569
251441596,,12067
44643719,99cvcse,3487
54133978,,4008
177594654,,7572
72604245,96ka7ff,10290
250000817,,9205
292416270,,13547
85013719,,9983
249998443,,4677
117151719,9rdone9,7350
72604245,96kawvc,10290
54124579,,4677
177594987,,597
177627185,,10456
249994771,,7995
129931306,,4830
177627269,,9205
249990349,,10085
320288689,,4830
177628868,,12630
54119269,,887
320287123,,12221
152152557,94hk2ih,10290
170130149,,4561
141365535,99nfbm4,3487
44643719,956mkco,3487
54114016,,5077
266318109,,8744
177629882,,10356
249986851,,3960
12993280,,12570
177632249,,1169
249984226,,8662
117151719,9refff2,7350
177632942,,10033
249981193,,2683
394266751,,12326
44643719,956me0q,3487
170130728,,2029
251457232,,4230
394742919,,12221
54113584,,2683
394262827,,10582
177634604,,11406
249981076,,12791
177598686,,10431
116180549,,3960
24997998,,3660
320284180,,12996
177637097,,4830
170136350,,8662
177599274,,10290
288010566,,12688
249960724,,9933
251461981,,10798
177639437,,3064
54106009,,7876
141365535,9rf9tkq,3487
72604245,97laron,10290
24995673,,5993
293795689,,7995
177641600,,7393
249952642,,8179
251462005,,3660
44643719,954awga,3487
249949552,,2158
251462344,,11406
72604245,97lnbri,10290
170141030,,6794
394256974,,11406
17764507,,9933
24994818,,4830
177601032,,5351
288009540,,10137
249947758,,9569
320282467,,7876
44643719,9519aem,3487
249947437,,12996
32028140,,4510
10333548,,11406
249946372,,3942
117151719,9rew6c2,7350
177646502,,10431
249931981,,10364
394256212,,9569
44643719,95133ma,3487
170142917,,2284
74548483,956jgmc,10290
177647306,,7791
54102712,,12067
117151719,9rew7hu,7350
44643719,94vs3ga,3487
249927877,,6367
117151719,9rf5flc,7350
382834088,,7876
249925990,,3960
177604272,,24
72604245,97u61wj,10290
249923113,,4830
129946648,,3064
44643719,94vhpq5,3487
249911527,,10431
177604824,,2936
44643719,94lppb0,3487
249910483,,9017
136601971,,9614
44643719,956ltjo,3487
249906916,,9510
117151719,9rf94ao,7350
72604245,97v0c4m,10290
170151719,,4282
251474389,,10356
313123173,,9307
54101839,,5712
177605604,,7995
306939177,,7978
170151935,,10120
320278105,,8270
44643719,99noi76,3487
249904960,,10364
251479834,,3064
72604245,97wt4kd,10290
54101410,,9933
307161352,,4245
373426928,,9232
249901705,,56
177606942,,3846
44643719,9ral4js,3487
249897877,,4627
320270794,,12090
72604245,99b467i,10290
249893053,,12326
292418466,,6648
177655121,,5635
170155940,,13500
177608811,,438
116185367,mtob370,9236
54099535,,5712
32027009,,4245
72604245,99cki7v,10290
249876802,,11406
251486047,,6648
72604245,99ckr5o,10290
249871927,,10616
117151719,9rf97p4,7350
44643719,9rwmfh6,3487
249869359,,10431
177613146,,94
44643719,94v6m6p,3487
249868123,,4830
251488351,,2225
72604245,99cmll0,10290
249866932,,7995
25148867,,279
72604245,99cseh4,10290
249860683,,12919
251489044,,3064
44643719,956jba1,3487
249860548,,13500
177613806,,8491
44643719,956mopt,3487
249855040,,6648
320270068,,6648
96406570,9rg2a4v,5573
170162600,,2284
311093202,96pkmhb,4561
72604245,99ct3hb,10290
54098128,,7850
117151719,9rf990r,7350
142933116,,6648
170164115,,8376
251491162,,8662
44643719,95u2nvu,3487
54095671,,11952
320269687,,5065
72604245,99ct7ji,10290
249853741,,10364
320269150,,6133
116188184,,13985
249852574,,3956
251492704,,10544
72604245,99nfab6,10290
249849403,,7995
177614634,,10120
72604245,99nfpdb,10290
249843400,,5752
129950887,,9017
44643719,9rfga9b,3487
170165711,,12536
311093202,9rm16g5,4561
177671708,,3064
54091285,,7350
251501614,,3064
288007074,,6247
24983928,,10356
117151719,9rf9ral,7350
152152557,992vqgt,10290
5408803,,6700
117151719,9rfum9m,7350
72604245,9hq4dnp,10290
2498307,,3321
117151719,9rg29br,7350
44643719,95rio45,3487
24982983,,10431
251505334,,9232
44643719,99ct2nn,3487
54083971,,8996
394251331,,3723
72604245,9q40371,10290
170166833,,5446
117151719,9rg6k09,7350
177673700,,7311
249824038,,8662
251508958,,8099
72604245,9qo7jtd,10290
249815230,,7995
26166269,,4830
72604245,9qpl73v,10290
249814093,,12326
141365535,99nfc67,3487
177678002,,3064
54079723,,3064
117151719,9rgcbqh,7350
96406570,962v6s3,5573
249806860,,4830
320257168,,4245
177678722,,3064
249805105,,5635
251512636,,7350
177679268,,4670
249801127,,8099
394250803,,11952
116191907,,7995
249799657,,6648
320252743,,9829
31116832,,4582
54079717,,10356
134026270,,9757
44643719,99ctrlj,3487
2497935,,3064
177628875,,12304
108836489,,7876
5407582,,12407
320252473,,10431
44643719,99cusmk,3487
54074377,,9205
117151719,9rgcoun,7350
44643719,9rg04k2,3487
249792430,,11406
251517535,,8094
327517306,,10735
170177435,,9593
320246125,,94
72604245,9qw91vq,10290
249779527,,2284
320244739,,12630
373426178,,3064
249777268,,9569
278179027,,5351
177686069,,5932
249776365,,10356
177632796,,6417
44643719,94vh1hf,3487
54064000,,3064
251520286,99ct7dw,5337
152152557,94kl513,10290
170183861,,3702
251520286,99ct7dh,5337
382828694,,12326
170184260,,10431
251520286,99ct7dr,5337
44643719,94vidhw,3487
24977616,,10364
320244511,,9614
288002142,,9086
249773065,,3368
320242294,,6417
72604245,9r2skvm,10290
249769606,,12758
394246921,,10920
177688028,,12823
170184413,,12326
311093202,95uc3ht,4561
177688616,,10015
54062839,,8376
32023454,,2225
44643719,94vlslt,3487
54058582,,12919
394246060,,11664
44643719,95ubhn6,3487
5405578,,3660
394241470,,2158
147059497,,10431
249768280,,12570
292427142,,1686
72604245,9r2sl6v,10290
170186963,,12919
32023157,,8376
177693536,,12090
249764530,,10431
292427172,,2443
17769379,,10431
249764089,,8990
