,item_category,userCount,Records,Period,ClickDays,Behavior_1,Behavior_2,Behavior_3,Behavior_4,records_evening,records_midnight,records_afternoon,records_morning,ViewPerClickDay,ClickPerUser,PayPerUser,ViewPerUser,CartPerUser,FavorPerUser,MorningProp,AfternoonProp,EveningProp,MidnightProp,ViewProp,FavorProp,CartProp,PayProp,PayViewRate,PayFavorRate,PayCartRate,FavorViewRate,CartViewRate,CartFavorRate
25,10034,12,29,30,10,29.0,0.0,0.0,0.0,17.0,0.0,4.0,8.0,2.9,2.41666666667,0.0,2.41666666667,0.0,0.0,0.275862068966,0.137931034483,0.586206896552,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,10036,1,5,22,3,5.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.66666666667,5.0,0.0,5.0,0.0,0.0,0.6,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,10037,521,4482,30,30,4250.0,122.0,93.0,17.0,2076.0,746.0,869.0,791.0,149.4,8.60268714012,0.0326295585413,8.15738963532,0.178502879079,0.234165067179,0.176483712628,0.193886657742,0.463186077644,0.166443551986,0.948237394021,0.0272199910754,0.020749665328,0.00379294957608,0.004,0.139344262295,0.182795698925,0.0287058823529,0.0218823529412,0.762295081967
28,10038,23,338,30,26,326.0,11.0,0.0,1.0,130.0,60.0,83.0,65.0,13.0,14.6956521739,0.0434782608696,14.1739130435,0.0,0.478260869565,0.192307692308,0.245562130178,0.384615384615,0.177514792899,0.96449704142,0.0325443786982,0.0,0.00295857988166,0.00306748466258,0.0909090909091,-999.0,0.0337423312883,0.0,0.0
29,10040,52,235,30,25,203.0,2.0,22.0,8.0,84.0,54.0,53.0,44.0,9.4,4.51923076923,0.153846153846,3.90384615385,0.423076923077,0.0384615384615,0.187234042553,0.225531914894,0.357446808511,0.229787234043,0.863829787234,0.00851063829787,0.0936170212766,0.0340425531915,0.0394088669951,4.0,0.363636363636,0.00985221674877,0.108374384236,11.0
30,10041,4,13,22,4,12.0,0.0,1.0,0.0,8.0,2.0,1.0,2.0,3.25,3.25,0.0,3.0,0.25,0.0,0.153846153846,0.0769230769231,0.615384615385,0.153846153846,0.923076923077,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.0833333333333,-999.0
31,10042,9,32,25,8,30.0,0.0,2.0,0.0,16.0,2.0,8.0,6.0,4.0,3.55555555556,0.0,3.33333333333,0.222222222222,0.0,0.1875,0.25,0.5,0.0625,0.9375,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0666666666667,-999.0
32,10043,95,1088,30,30,1016.0,24.0,40.0,8.0,639.0,79.0,173.0,197.0,36.2666666667,11.4526315789,0.0842105263158,10.6947368421,0.421052631579,0.252631578947,0.181066176471,0.159007352941,0.587316176471,0.0726102941176,0.933823529412,0.0220588235294,0.0367647058824,0.00735294117647,0.00787401574803,0.333333333333,0.2,0.0236220472441,0.0393700787402,1.66666666667
33,10044,68,901,30,30,874.0,4.0,20.0,3.0,407.0,243.0,168.0,83.0,30.0333333333,13.25,0.0441176470588,12.8529411765,0.294117647059,0.0588235294118,0.0921198668147,0.186459489456,0.451720310766,0.269700332963,0.970033296337,0.00443951165372,0.0221975582686,0.00332963374029,0.00343249427918,0.75,0.15,0.0045766590389,0.0228832951945,5.0
34,10045,16,51,23,12,48.0,0.0,3.0,0.0,17.0,9.0,12.0,13.0,4.25,3.1875,0.0,3.0,0.1875,0.0,0.254901960784,0.235294117647,0.333333333333,0.176470588235,0.941176470588,0.0,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0625,-999.0
35,10048,75,431,30,30,398.0,14.0,14.0,5.0,215.0,69.0,67.0,80.0,14.3666666667,5.74666666667,0.0666666666667,5.30666666667,0.186666666667,0.186666666667,0.185614849188,0.155452436195,0.498839907193,0.160092807425,0.92343387471,0.0324825986079,0.0324825986079,0.0116009280742,0.0125628140704,0.357142857143,0.357142857143,0.035175879397,0.035175879397,1.0
36,10049,2417,34217,30,30,32487.0,898.0,724.0,108.0,14091.0,5057.0,7988.0,7081.0,1140.56666667,14.1568059578,0.0446834919321,13.4410426148,0.29954489036,0.371534960695,0.206943916767,0.233451208464,0.41181284157,0.1477920332,0.949440336675,0.0262442645469,0.0211590729754,0.00315632580296,0.00332440668575,0.120267260579,0.149171270718,0.0276418259612,0.0222858374119,0.806236080178
37,1005,149,1039,30,30,929.0,9.0,0.0,101.0,404.0,171.0,252.0,212.0,34.6333333333,6.97315436242,0.677852348993,6.23489932886,0.0,0.0604026845638,0.204042348412,0.242540904716,0.388835418672,0.1645813282,0.894128970164,0.00866217516843,0.0,0.0972088546679,0.108719052745,11.2222222222,-999.0,0.00968783638321,0.0,0.0
38,10050,4,19,9,3,17.0,0.0,1.0,1.0,17.0,0.0,2.0,0.0,6.33333333333,4.75,0.25,4.25,0.25,0.0,0.0,0.105263157895,0.894736842105,0.0,0.894736842105,0.0,0.0526315789474,0.0526315789474,0.0588235294118,-999.0,1.0,0.0,0.0588235294118,-999.0
39,10052,28,206,30,21,195.0,6.0,2.0,3.0,68.0,56.0,50.0,32.0,9.80952380952,7.35714285714,0.107142857143,6.96428571429,0.0714285714286,0.214285714286,0.155339805825,0.242718446602,0.330097087379,0.271844660194,0.946601941748,0.0291262135922,0.00970873786408,0.0145631067961,0.0153846153846,0.5,1.5,0.0307692307692,0.0102564102564,0.333333333333
40,10053,22,176,29,18,162.0,2.0,7.0,5.0,59.0,20.0,45.0,52.0,9.77777777778,8.0,0.227272727273,7.36363636364,0.318181818182,0.0909090909091,0.295454545455,0.255681818182,0.335227272727,0.113636363636,0.920454545455,0.0113636363636,0.0397727272727,0.0284090909091,0.0308641975309,2.5,0.714285714286,0.0123456790123,0.0432098765432,3.5
41,10054,2,2,20,2,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,10055,36,219,30,23,189.0,2.0,25.0,3.0,122.0,16.0,20.0,61.0,9.52173913043,6.08333333333,0.0833333333333,5.25,0.694444444444,0.0555555555556,0.278538812785,0.0913242009132,0.557077625571,0.0730593607306,0.86301369863,0.00913242009132,0.114155251142,0.013698630137,0.015873015873,1.5,0.12,0.010582010582,0.132275132275,12.5
43,10057,5,9,21,5,9.0,0.0,0.0,0.0,2.0,4.0,2.0,1.0,1.8,1.8,0.0,1.8,0.0,0.0,0.111111111111,0.222222222222,0.222222222222,0.444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,10058,28,82,29,21,67.0,3.0,9.0,3.0,37.0,1.0,21.0,23.0,3.90476190476,2.92857142857,0.107142857143,2.39285714286,0.321428571429,0.107142857143,0.280487804878,0.256097560976,0.451219512195,0.0121951219512,0.817073170732,0.0365853658537,0.109756097561,0.0365853658537,0.044776119403,1.0,0.333333333333,0.044776119403,0.134328358209,3.0
45,10062,54,216,30,26,194.0,1.0,15.0,6.0,115.0,36.0,32.0,33.0,8.30769230769,4.0,0.111111111111,3.59259259259,0.277777777778,0.0185185185185,0.152777777778,0.148148148148,0.532407407407,0.166666666667,0.898148148148,0.00462962962963,0.0694444444444,0.0277777777778,0.0309278350515,6.0,0.4,0.00515463917526,0.0773195876289,15.0
46,10063,380,2943,30,30,2847.0,40.0,40.0,16.0,1433.0,361.0,546.0,603.0,98.1,7.74473684211,0.0421052631579,7.49210526316,0.105263157895,0.105263157895,0.204892966361,0.185524974516,0.486918110771,0.122663948352,0.967380224261,0.0135915732246,0.0135915732246,0.00543662928984,0.00561995082543,0.4,0.4,0.0140498770636,0.0140498770636,1.0
47,10064,31,150,29,17,150.0,0.0,0.0,0.0,74.0,15.0,13.0,48.0,8.82352941176,4.83870967742,0.0,4.83870967742,0.0,0.0,0.32,0.0866666666667,0.493333333333,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,10066,12,60,25,10,58.0,2.0,0.0,0.0,5.0,6.0,48.0,1.0,6.0,5.0,0.0,4.83333333333,0.0,0.166666666667,0.0166666666667,0.8,0.0833333333333,0.1,0.966666666667,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0344827586207,0.0,0.0
49,10068,8,25,29,8,25.0,0.0,0.0,0.0,11.0,10.0,2.0,2.0,3.125,3.125,0.0,3.125,0.0,0.0,0.08,0.08,0.44,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,10072,957,7217,30,30,6919.0,83.0,165.0,50.0,3121.0,966.0,1596.0,1534.0,240.566666667,7.54127481714,0.0522466039707,7.22988505747,0.172413793103,0.0867293625914,0.21255369267,0.221144519884,0.43245115699,0.133850630456,0.958708604683,0.0115006235278,0.0228626853263,0.00692808646252,0.00722647781471,0.602409638554,0.30303030303,0.0119959531724,0.0238473767886,1.98795180723
51,10073,40,160,30,25,136.0,7.0,13.0,4.0,67.0,25.0,27.0,41.0,6.4,4.0,0.1,3.4,0.325,0.175,0.25625,0.16875,0.41875,0.15625,0.85,0.04375,0.08125,0.025,0.0294117647059,0.571428571429,0.307692307692,0.0514705882353,0.0955882352941,1.85714285714
52,10075,13,75,21,9,75.0,0.0,0.0,0.0,19.0,7.0,18.0,31.0,8.33333333333,5.76923076923,0.0,5.76923076923,0.0,0.0,0.413333333333,0.24,0.253333333333,0.0933333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,10076,1,18,15,3,14.0,0.0,2.0,2.0,1.0,0.0,12.0,5.0,6.0,18.0,2.0,14.0,2.0,0.0,0.277777777778,0.666666666667,0.0555555555556,0.0,0.777777777778,0.0,0.111111111111,0.111111111111,0.142857142857,-999.0,1.0,0.0,0.142857142857,-999.0
54,10078,16,71,29,17,68.0,0.0,3.0,0.0,37.0,19.0,9.0,6.0,4.17647058824,4.4375,0.0,4.25,0.1875,0.0,0.0845070422535,0.12676056338,0.521126760563,0.267605633803,0.957746478873,0.0,0.0422535211268,0.0,0.0,0.0,0.0,0.0,0.0441176470588,-999.0
55,10079,732,6588,30,30,6045.0,126.0,259.0,158.0,2852.0,944.0,1675.0,1117.0,219.6,9.0,0.215846994536,8.25819672131,0.353825136612,0.172131147541,0.169550698239,0.254250151791,0.432908318154,0.143290831815,0.917577413479,0.0191256830601,0.039313904068,0.0239829993928,0.0261373035567,1.25396825397,0.610038610039,0.0208436724566,0.0428453267163,2.05555555556
56,1008,28,123,30,20,115.0,3.0,5.0,0.0,49.0,2.0,41.0,31.0,6.15,4.39285714286,0.0,4.10714285714,0.178571428571,0.107142857143,0.252032520325,0.333333333333,0.39837398374,0.0162601626016,0.934959349593,0.0243902439024,0.0406504065041,0.0,0.0,0.0,0.0,0.0260869565217,0.0434782608696,1.66666666667
57,10080,31,126,29,24,113.0,3.0,8.0,2.0,51.0,35.0,22.0,18.0,5.25,4.06451612903,0.0645161290323,3.64516129032,0.258064516129,0.0967741935484,0.142857142857,0.174603174603,0.404761904762,0.277777777778,0.896825396825,0.0238095238095,0.0634920634921,0.015873015873,0.0176991150442,0.666666666667,0.25,0.0265486725664,0.070796460177,2.66666666667
58,10081,7,18,30,7,17.0,0.0,1.0,0.0,5.0,0.0,10.0,3.0,2.57142857143,2.57142857143,0.0,2.42857142857,0.142857142857,0.0,0.166666666667,0.555555555556,0.277777777778,0.0,0.944444444444,0.0,0.0555555555556,0.0,0.0,0.0,0.0,0.0,0.0588235294118,-999.0
59,10082,21,82,25,15,77.0,3.0,1.0,1.0,29.0,10.0,25.0,18.0,5.46666666667,3.90476190476,0.047619047619,3.66666666667,0.047619047619,0.142857142857,0.219512195122,0.30487804878,0.353658536585,0.121951219512,0.939024390244,0.0365853658537,0.0121951219512,0.0121951219512,0.012987012987,0.333333333333,1.0,0.038961038961,0.012987012987,0.333333333333
60,10083,12,94,29,14,81.0,3.0,8.0,2.0,54.0,6.0,17.0,17.0,6.71428571429,7.83333333333,0.166666666667,6.75,0.666666666667,0.25,0.18085106383,0.18085106383,0.574468085106,0.063829787234,0.86170212766,0.031914893617,0.0851063829787,0.0212765957447,0.0246913580247,0.666666666667,0.25,0.037037037037,0.0987654320988,2.66666666667
61,10085,101,1517,30,30,1465.0,7.0,39.0,6.0,728.0,285.0,210.0,294.0,50.5666666667,15.0198019802,0.0594059405941,14.504950495,0.386138613861,0.0693069306931,0.193803559657,0.138431114041,0.479894528675,0.187870797627,0.96572181938,0.00461437046803,0.0257086354647,0.00395517468688,0.00409556313993,0.857142857143,0.153846153846,0.00477815699659,0.0266211604096,5.57142857143
62,10090,2,10,13,2,9.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,5.0,5.0,0.0,4.5,0.5,0.0,0.2,0.8,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.111111111111,-999.0
63,10091,25,160,29,24,148.0,7.0,5.0,0.0,27.0,68.0,32.0,33.0,6.66666666667,6.4,0.0,5.92,0.2,0.28,0.20625,0.2,0.16875,0.425,0.925,0.04375,0.03125,0.0,0.0,0.0,0.0,0.0472972972973,0.0337837837838,0.714285714286
64,10092,18,164,29,19,155.0,3.0,3.0,3.0,69.0,31.0,26.0,38.0,8.63157894737,9.11111111111,0.166666666667,8.61111111111,0.166666666667,0.166666666667,0.231707317073,0.158536585366,0.420731707317,0.189024390244,0.94512195122,0.0182926829268,0.0182926829268,0.0182926829268,0.0193548387097,1.0,1.0,0.0193548387097,0.0193548387097,1.0
65,10094,1,6,1,1,5.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,6.0,6.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.833333333333,0.0,0.0,0.166666666667,0.2,-999.0,-999.0,0.0,0.0,0.0
66,101,3,7,8,3,7.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.33333333333,2.33333333333,0.0,2.33333333333,0.0,0.0,0.0,0.285714285714,0.571428571429,0.142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1010,86,364,30,30,314.0,4.0,36.0,10.0,156.0,54.0,103.0,51.0,12.1333333333,4.23255813953,0.116279069767,3.6511627907,0.418604651163,0.046511627907,0.14010989011,0.282967032967,0.428571428571,0.148351648352,0.862637362637,0.010989010989,0.0989010989011,0.0274725274725,0.031847133758,2.5,0.277777777778,0.0127388535032,0.114649681529,9.0
68,10101,26,530,29,20,493.0,0.0,24.0,13.0,130.0,11.0,338.0,51.0,26.5,20.3846153846,0.5,18.9615384615,0.923076923077,0.0,0.0962264150943,0.637735849057,0.245283018868,0.0207547169811,0.930188679245,0.0,0.0452830188679,0.0245283018868,0.026369168357,-999.0,0.541666666667,0.0,0.0486815415822,-999.0
69,10103,1,2,1,1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,10106,6,55,24,7,54.0,0.0,0.0,1.0,27.0,4.0,0.0,24.0,7.85714285714,9.16666666667,0.166666666667,9.0,0.0,0.0,0.436363636364,0.0,0.490909090909,0.0727272727273,0.981818181818,0.0,0.0,0.0181818181818,0.0185185185185,-999.0,-999.0,0.0,0.0,0.0
71,10107,49,487,29,28,444.0,11.0,27.0,5.0,155.0,107.0,109.0,116.0,17.3928571429,9.9387755102,0.102040816327,9.0612244898,0.551020408163,0.224489795918,0.23819301848,0.223819301848,0.318275154004,0.219712525667,0.911704312115,0.0225872689938,0.0554414784394,0.0102669404517,0.0112612612613,0.454545454545,0.185185185185,0.0247747747748,0.0608108108108,2.45454545455
72,10108,44,266,29,24,246.0,2.0,13.0,5.0,110.0,26.0,64.0,66.0,11.0833333333,6.04545454545,0.113636363636,5.59090909091,0.295454545455,0.0454545454545,0.248120300752,0.240601503759,0.413533834586,0.0977443609023,0.924812030075,0.00751879699248,0.0488721804511,0.0187969924812,0.020325203252,2.5,0.384615384615,0.00813008130081,0.0528455284553,6.5
73,10109,7,16,14,6,16.0,0.0,0.0,0.0,3.0,2.0,8.0,3.0,2.66666666667,2.28571428571,0.0,2.28571428571,0.0,0.0,0.1875,0.5,0.1875,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,10110,5,47,27,8,41.0,2.0,2.0,2.0,23.0,7.0,16.0,1.0,5.875,9.4,0.4,8.2,0.4,0.4,0.0212765957447,0.340425531915,0.489361702128,0.148936170213,0.872340425532,0.0425531914894,0.0425531914894,0.0425531914894,0.0487804878049,1.0,1.0,0.0487804878049,0.0487804878049,1.0
75,10111,58,181,30,27,166.0,3.0,7.0,5.0,86.0,10.0,55.0,30.0,6.7037037037,3.12068965517,0.0862068965517,2.86206896552,0.120689655172,0.051724137931,0.165745856354,0.303867403315,0.475138121547,0.0552486187845,0.917127071823,0.0165745856354,0.0386740331492,0.0276243093923,0.0301204819277,1.66666666667,0.714285714286,0.0180722891566,0.0421686746988,2.33333333333
76,10112,58,290,30,27,268.0,15.0,5.0,2.0,121.0,16.0,65.0,88.0,10.7407407407,5.0,0.0344827586207,4.62068965517,0.0862068965517,0.258620689655,0.303448275862,0.224137931034,0.41724137931,0.0551724137931,0.924137931034,0.051724137931,0.0172413793103,0.00689655172414,0.00746268656716,0.133333333333,0.4,0.0559701492537,0.0186567164179,0.333333333333
77,10115,8,35,20,8,33.0,0.0,1.0,1.0,13.0,3.0,7.0,12.0,4.375,4.375,0.125,4.125,0.125,0.0,0.342857142857,0.2,0.371428571429,0.0857142857143,0.942857142857,0.0,0.0285714285714,0.0285714285714,0.030303030303,-999.0,1.0,0.0,0.030303030303,-999.0
78,10118,6,7,27,5,7.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,1.4,1.16666666667,0.0,1.16666666667,0.0,0.0,0.142857142857,0.285714285714,0.571428571429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,10119,4,17,25,4,16.0,1.0,0.0,0.0,9.0,0.0,2.0,6.0,4.25,4.25,0.0,4.0,0.0,0.25,0.352941176471,0.117647058824,0.529411764706,0.0,0.941176470588,0.0588235294118,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0
80,10120,491,6051,30,30,5906.0,50.0,88.0,7.0,2372.0,1458.0,1360.0,861.0,201.7,12.3238289206,0.0142566191446,12.0285132383,0.179226069246,0.10183299389,0.142290530491,0.224756238638,0.392001322096,0.240951908775,0.976037018675,0.00826309700876,0.0145430507354,0.00115683358123,0.00118523535388,0.14,0.0795454545455,0.00846596681341,0.0149001015916,1.76
81,10121,647,3596,30,30,3372.0,8.0,0.0,216.0,1322.0,235.0,955.0,1084.0,119.866666667,5.55795981453,0.333848531685,5.21174652241,0.0,0.0123647604328,0.301446051168,0.265572858732,0.367630700779,0.0653503893215,0.937708565072,0.00222469410456,0.0,0.0600667408231,0.0640569395018,27.0,-999.0,0.00237247924081,0.0,0.0
